song_name,genre,length,tempo,sample_rate,zero_crossing_rate_mean,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,spectral_rolloff_mean,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var
Sam Hunt - Break Up In A Small Town (Official Music Video).wav,Country,10494976,137.195122,48000,0.07179444717,0.47817808,0.08715262,0.21708374,0.019028164,3233.425256,2918129.035,3426.949948,1159787.843,6604.664404,-114.786896,9145.069,128.43306,1478.3253,-23.194376,840.6773,37.005085,532.4925,-5.750911,472.1065,21.09891,304.68604,-10.51323,207.57686,8.235283,157.68216,-3.134452,118.49493,3.5117319,132.69257,-4.100865,116.416046,0.5276195,128.10782,1.7608839,77.34509,2.781786,111.77064,-0.7812935,90.01836
"Dan + Shay, Justin Bieber - 10,000 Hours (Official Music Video).wav",Country,8292864,181.4516129,48000,0.05100385102,0.42708626,0.08534508,0.25711086,0.014900859,2985.577291,1255001.452,3726.971384,457692.2873,6628.522329,-108.92108,7261.7407,133.98135,769.36835,-15.213859,433.4392,41.91531,420.48532,-8.497052,322.52945,28.139194,177.63416,-10.324948,146.59274,9.212966,149.04326,-0.39552245,104.57287,3.1478539,114.61833,-4.7618923,132.78319,4.4610147,109.700356,-1.0263373,91.818634,-0.64503396,83.371155,-3.2616754,69.62292
Blake Shelton - God's Country (Official Music Video).wav,Country,9688576,140.625,48000,0.04381717189,0.46197534,0.075853504,0.27114522,0.009167886,2152.469545,790405.076,2779.432231,524888.8872,4029.813332,-98.18878,6528.341,174.90945,1022.935,-32.91509,733.5266,26.92734,331.47452,-4.3686256,252.88644,15.27208,176.21956,-7.220416,122.466705,6.407125,113.52015,2.4526324,86.01381,5.642041,104.809586,1.5825689,67.66317,3.981046,87.7453,1.7620469,64.20233,3.86774,60.777668,-0.7588965,62.50344
Luke Combs - She Got the Best of Me (Official Video).wav,Country,11078656,152.027027,48000,0.05301879578,0.44566774,0.087912835,0.18261121,0.01151107,2574.906077,942378.8882,3274.6743,611364.1493,5144.602194,-143.05003,12570.129,149.5132,917.97736,-23.586765,803.5867,30.822006,473.83603,-1.5354624,504.40958,16.790636,192.89029,-4.542474,140.68286,5.787529,96.28152,0.025933852,95.607574,3.9484549,88.979385,-0.75448465,62.649532,2.7656567,58.504227,-2.0172837,62.468426,2.832131,48.41893,-0.38224685,45.508053
Kid Rock - All Summer Long [Official Music Video].wav,Country,10765312,102.2727273,48000,0.07069864766,0.47467154,0.084325925,0.16617902,0.004289573,3170.836077,1396561.563,3368.362907,443342.9288,6402.661979,-121.66594,5137.4907,138.88739,957.7697,-43.772217,506.62515,49.40403,382.91498,-8.427553,426.35565,26.339798,225.38992,-6.5076637,154.20203,12.133715,121.462265,-2.3799472,104.3544,5.654843,79.32965,2.0774667,99.000175,3.5683043,75.773674,2.109272,72.15614,1.7576331,63.43758,-2.0299666,53.636124
Luke Bryan - That's My Kind Of Night (Official Music Video).wav,Country,10771968,110.2941177,48000,0.07336403153,0.45848057,0.08706935,0.07078103,0.0011646783,3263.205318,1398159.559,3537.858625,663571.9796,6606.883095,-218.52908,10043.287,133.1287,1324.8997,-38.23218,642.33594,48.164448,228.80441,-2.8015065,552.8876,22.535425,184.92839,-12.195247,193.58296,9.860433,118.42,-3.8143332,124.4268,13.818738,73.59704,-3.5052598,132.39577,2.4988031,103.78596,3.362858,87.20854,5.5220838,60.23445,-2.8908317,55.986984
Brooks & Dunn - Boot Scootin' Boogie (Official Video).wav,Country,9604608,130.8139535,48000,0.0528029879,0.43988314,0.083946176,0.11131796,0.0015979066,2348.001504,437400.3575,2686.706378,336603.3747,4586.296475,-175.05869,3458.453,169.23398,526.69806,-49.66583,495.14005,40.29867,484.20752,-4.3105597,305.56836,22.487675,184.06042,-7.7316113,123.56563,8.390409,124.24163,8.516075,121.94856,1.9688439,85.72321,0.7858441,70.47977,-2.4979746,60.34384,4.2571535,55.54582,-6.7342467,62.23103,4.6367292,74.32347
Zac Brown Band - Chicken Fried (Official Music Video) ｜ The Foundation.wav,Country,12987392,85.22727273,48000,0.04985481304,0.4395209,0.089932114,0.19094184,0.0095235305,2547.822509,1759526.376,3262.517809,833599.9134,5196.735054,-158.48396,11217.478,152.55476,1288.6328,-12.872298,848.1026,32.373123,723.0221,-6.3724985,523.22174,25.829493,249.0311,-8.968122,195.53372,5.796096,148.4454,1.0260706,126.03677,2.4161863,120.824,-3.9001696,152.38931,-0.34586912,79.84335,1.7758619,109.119095,-2.6348057,122.69505,-0.35431963,82.03201
Brooks & Dunn - Neon Moon (iTunes Originals).wav,Country,12761600,102.2727273,48000,0.04292267427,0.46835926,0.07655478,0.07808869,0.00043517066,2120.928337,867437.9084,2662.740337,465156.7309,4294.155074,-243.58398,6400.343,175.0363,1215.6122,-32.19698,811.83936,56.06657,431.28745,-9.000186,371.78183,20.527538,166.03609,-6.5112257,143.22,6.004563,118.41281,5.475589,145.95676,-0.4015252,73.85522,2.5305972,78.32078,-0.77296597,75.63027,8.385073,67.39133,-3.223548,63.829205,5.3561196,63.04055
Kane Brown - What Ifs ft. Lauren Alaina.wav,Country,9868800,125,48000,0.07184206793,0.49637702,0.07173727,0.20600684,0.0116129415,3341.500758,1251468.06,3691.905245,430966.632,6766.719707,-104.3163,11671.035,131.4718,815.2388,-34.730473,382.43402,44.1427,325.2949,-3.9747167,181.85277,22.433533,234.22679,-11.423841,149.22513,12.055837,125.330696,-3.2637765,81.38859,8.709632,103.07671,-2.0826247,84.522385,5.32478,78.003395,-5.0025697,55.595596,4.842698,72.55721,0.47576684,46.99168
Chris Young - The Man I Want To Be (Official Video).wav,Country,12623785,140.625,48000,0.0414538112,0.40570885,0.08879032,0.15324055,0.008570023,1898.695732,505643.7234,2396.028737,466732.8837,3695.560285,-186.67967,9228.947,172.01534,919.4058,-24.81286,796.28864,24.996788,611.78784,0.5056911,281.64014,17.974352,334.4459,-5.181861,142.60402,-2.0937974,140.68297,1.3592424,87.37376,-0.11590136,77.99414,-0.040099252,100.071396,-6.7489038,76.22084,1.8875782,108.32166,-5.6985607,60.00251,0.6720956,71.0644
Darius Rucker - Wagon Wheel (Official Music Video).wav,Country,16580608,74.01315789,48000,0.04851619434,0.4359909,0.08848522,0.08400449,0.001718024,2287.011295,733664.875,2896.440027,398418.828,4507.673547,-217.82559,6442.0938,161.24973,897.02814,-30.036827,703.9029,36.689663,304.34384,-0.8675847,302.2471,12.747509,159.17146,-7.9583597,190.1166,1.3982294,99.31109,0.99273294,100.953094,1.5160729,84.93467,0.08079279,79.826416,-2.8295045,95.15351,-1.0899721,69.27058,1.4035875,60.047832,-1.1901186,60.743153
Sam Hunt - Take Your Time (Official Music Video).wav,Country,10854912,106.1320755,48000,0.04620811297,0.4522583,0.086468294,0.22124928,0.012891358,2590.084067,1418157.306,3303.931142,833957.8836,5683.499788,-124.058685,7529.342,149.62848,920.7292,-10.776498,615.19214,36.215614,535.624,-10.82049,364.37247,23.897743,263.42374,-11.598723,153.3331,6.362958,112.0177,-1.0469956,89.57785,3.1014044,94.9997,-0.12151564,80.929375,1.536323,81.79051,2.4875016,72.902664,1.8255873,64.204895,1.7746146,53.87793
Luke Bryan - Do I (Official Music Video).wav,Country,12027904,137.195122,48000,0.04699937745,0.4413661,0.08092224,0.20235902,0.009135294,2192.330148,1186810.68,2757.107116,1014680.682,4261.572596,-135.88538,9620.881,165.15012,931.9414,-24.150915,927.684,27.569582,490.44843,4.9323854,278.5672,18.356958,178.19185,-5.162437,105.041245,4.626525,146.94153,1.7968837,99.43854,5.9588985,106.028,-5.7435427,89.781235,0.026459843,107.39982,3.1210628,100.19833,-0.21257596,75.37227,-4.191324,67.67778
Lady Antebellum - Need You Now.wav,Country,12843008,108.1730769,48000,0.04380959663,0.40641633,0.08488787,0.22587502,0.011295047,2173.647039,1302625.248,2796.238767,980582.9008,4399.432243,-135.72134,12130.12,163.62247,978.81537,-18.31421,1095.6569,36.345856,566.07715,-3.5146682,339.82428,17.805098,171.68013,-2.278589,144.8671,9.318049,99.73757,-0.7585078,93.47346,4.1498704,103.040085,3.103297,70.25887,1.9244803,75.754974,-3.7540483,63.53408,-0.29101452,78.26699,-3.6861985,62.208725
Toby Keith - As Good As I Once Was.wav,Country,13094912,119.6808511,48000,0.06418065276,0.467452,0.07875949,0.11717293,0.0025522201,2744.23097,1066849.543,3141.259942,747610.1125,5396.218404,-156.64922,7550.7437,155.94437,1033.5352,-40.552616,570.73535,32.23325,399.7741,-6.373276,267.1425,24.241766,239.49202,-9.6173,158.41985,5.020191,122.062965,-4.404119,97.374176,5.0590177,78.760315,-5.201916,82.82633,5.3109145,66.052124,0.4368426,73.724655,0.7156367,72.84221,-2.18161,59.13559
Kane Brown - Good as You (Official Music Video).wav,Country,10242560,152.027027,48000,0.05474363831,0.4226892,0.090874836,0.14256653,0.005515248,2920.743351,1518454.997,3522.701926,851440.272,6120.392788,-174.72519,9520.297,135.45338,1143.9766,-24.669952,878.1884,38.120834,500.6278,-0.40757528,476.2912,20.400007,229.40825,-8.150731,192.1721,4.3061237,195.1578,-4.63618,188.66292,-0.047293235,167.07782,-6.577611,119.41064,-1.8493146,121.21966,-2.2776816,88.94872,-4.0239515,99.12475,-2.469706,78.342255
Chris Janson - ＂Buy Me A Boat＂ (Official Video).wav,Country,8493056,152.027027,48000,0.04517855528,0.47465795,0.08026952,0.18923588,0.0077681174,2422.333178,936670.0598,3106.347336,895626.1696,5155.005293,-129.34602,9361.703,157.09546,773.74005,-20.854101,758.5688,35.747128,385.28296,-6.697669,289.33655,22.37853,195.83044,-11.040717,147.5665,6.979369,162.64291,0.0035381848,96.48601,1.3828168,109.24081,-1.8175819,84.84813,1.9826902,89.00765,-1.9396214,67.25635,1.3956552,55.134106,-0.5554806,55.891266
Josh Turner - Your Man (Official Music Video).wav,Country,10023424,100.4464286,48000,0.0423128863,0.48171,0.0760135,0.28217435,0.0076708663,2412.331549,1529913.613,3347.952358,1300398.888,5071.710753,-105.09063,4524.481,162.95633,1341.9181,-11.385353,414.56662,30.612244,411.05508,0.93614435,254.07233,28.764267,183.16809,-7.35623,160.41669,7.659387,131.80853,1.4327775,136.36086,4.9982686,129.8006,-5.5842953,98.42451,6.113352,87.62996,-6.7592564,75.16008,-3.125034,112.434265,-3.2330225,80.325325
Florida Georgia Line - Round Here.wav,Country,9857024,140.625,48000,0.07019065795,0.48185873,0.07182386,0.12960613,0.0014477974,3358.293983,1144418.426,3785.205037,631983.2408,6931.044431,-119.20629,4116.2524,137.87442,747.02924,-35.47402,344.43265,41.91048,202.35466,-7.997266,270.02454,22.058163,209.42216,-9.979266,89.25951,17.261435,100.65081,-8.2214575,86.2694,11.878783,73.67286,-5.9227176,60.10014,6.2645493,85.93083,-4.4039884,56.96137,8.126257,58.699352,-0.9518952,53.437363
Uncle Lucius - Keep The Wolves Away.wav,Country,14052864,61.14130435,48000,0.03272941373,0.46594408,0.08434532,0.14935379,0.0106527805,1777.018286,1443283.402,2557.308647,1078412.504,3582.190642,-223.53941,6212.6216,157.2735,1488.3005,-0.31010166,740.0758,28.3992,428.59042,16.072865,374.48755,19.739294,200.65054,6.805011,184.9179,7.2746444,143.51073,3.502298,91.189415,1.2265769,89.90982,-1.7315215,76.86325,-4.0652328,84.437485,-2.6261148,90.844734,-0.5520946,86.76237,0.67929804,62.325237
Rehab - Bartender Song (Sittin' At A Bar).wav,Country,10637312,152.027027,48000,0.06111816594,0.4295679,0.093086205,0.23291333,0.015000727,3349.415327,2171311.217,3941.568432,986830.41,7271.9951,-112.58688,5607.702,126.39782,982.3047,-16.645891,561.66406,37.780964,447.78198,-10.336731,300.93445,21.321821,269.06686,2.8644416,139.0868,9.348564,163.5696,-12.434808,169.85968,7.0348673,141.69994,-4.156715,144.44904,3.065201,144.55504,1.6628171,120.00809,3.880762,108.14067,-2.092019,76.91116
Luke Combs - Beautiful Crazy (Official Video).wav,Country,10180096,156.25,48000,0.04154400902,0.4076226,0.09137796,0.17572926,0.011135888,2220.724856,1378011.044,3043.194607,906327.9273,4265.939716,-183.76456,11640.33,151.04707,1354.083,-10.872545,976.4089,33.088356,507.34476,9.072374,339.96252,21.972282,220.23125,-5.2598743,178.92793,1.0840148,150.27821,1.8905065,100.857155,0.9308564,130.85417,-4.4752817,86.851944,-1.2578169,94.7823,-5.9081492,97.25904,-0.08864404,81.968765,0.039422523,79.71039
Luke Combs - When It Rains It Pours (Official Video).wav,Country,13832192,127.8409091,48000,0.0527699442,0.453741,0.08125867,0.20985506,0.011875513,2726.29463,1090128.103,3451.434166,826795.6067,5584.724144,-128.9346,11427.725,143.58989,1217.7334,-19.832117,503.90762,29.013012,349.28726,0.9268693,245.57521,21.40338,180.67354,-4.7285843,134.53387,10.571937,102.3534,-1.9932704,89.251724,8.93354,83.664925,-1.3562787,72.396416,3.4218953,86.109314,-2.1966157,62.20796,4.311491,61.58742,1.6317252,51.316444
Lady Antebellum - Just A Kiss.wav,Country,12803072,144.2307692,48000,0.05153606884,0.44713995,0.08221261,0.058402255,0.0011950581,2559.47677,1328077.815,3225.95261,592849.8078,5292.060411,-253.32999,8272.871,156.11195,746.8966,-19.298658,490.87582,37.842937,447.33093,-7.3143106,356.5554,18.874773,213.20505,-8.038908,147.86357,8.247642,145.49976,-6.1944656,85.975044,2.1621158,106.59898,-0.04163612,77.77552,-1.5594199,83.47487,-2.6856902,59.19707,-0.64460635,50.260418,-2.0571282,52.21075
Thomas Rhett - Die A Happy Man.wav,Country,11138560,165.4411765,48000,0.04125317815,0.46100628,0.086818114,0.087058015,0.0018709088,2475.037686,1665741.768,3389.38304,884241.7211,5477.400631,-235.62024,6330.416,144.45772,1039.705,-0.35287392,709.6497,41.18753,459.1531,4.696378,361.87375,27.253075,252.39229,-9.072138,186.79683,8.61865,131.4259,-4.9801297,99.62514,1.3386271,96.147934,-0.9811607,82.70258,-1.3317919,79.80964,0.61489236,77.86881,-6.9093747,79.07633,-0.7968505,64.26991
Willie Nelson - Seven Spanish Angels (Official Video).wav,Country,12671966,133.9285714,48000,0.03739119881,0.43753648,0.085170984,0.086811505,0.0017019383,1747.760898,817032.871,2383.509597,486624.6049,3300.157197,-247.90591,5229.9023,184.08438,985.4891,-10.077462,1369.4114,25.98226,434.532,-5.2583413,417.4292,19.48419,207.2354,-3.8426352,165.24709,5.277194,105.84852,5.777318,129.51514,-7.2670374,119.964,4.833046,71.78161,-4.2902575,72.09062,2.5152862,86.4191,-1.0906953,63.971344,4.573053,60.377773
Sugarland - Stay (Official Video).wav,Country,13489664,137.195122,48000,0.06830170121,0.3213835,0.09855826,0.038011428,0.00059735926,3136.780957,2166232.255,3623.618627,862515.1274,6030.739703,-328.54236,9690.56,117.42687,1265.3634,-23.000198,1254.0177,30.279852,399.27823,4.9463186,365.8981,12.4270525,211.30002,-7.468123,233.03865,11.13625,189.03044,-1.4146545,130.09006,-1.837803,156.8797,-11.635684,136.74057,6.2739844,188.47313,-8.528538,110.688286,-11.1436,130.38707,0.36563727,141.6475
Aaron Lewis - ＂Country Boy＂ (Official Video).wav,Country,13541888,122.2826087,48000,0.06373808438,0.42910787,0.08042517,0.06443918,0.0007111033,3020.442817,1350305.053,3552.987778,592367.3933,6210.194057,-217.54858,6262.842,144.05794,1272.8824,-26.87803,537.45996,36.815727,327.71854,-7.6826215,189.31721,25.645111,167.97406,-10.59948,156.6459,9.556686,118.72308,-3.0466192,106.81915,1.49265,99.29013,-1.9849172,110.47709,5.5758777,124.89016,-4.35424,83.742455,0.0047232397,99.30517,2.1193388,91.96746
Old Dominion - One Man Band.wav,Country,8819712,152.027027,48000,0.03917225415,0.40310314,0.087700024,0.17730878,0.007780821,2286.759814,1634361.965,3162.128135,1104241.143,4676.294842,-183.28642,7579.1377,145.51543,1110.911,-3.063929,887.87134,34.195927,564.1002,8.649845,414.8249,24.193031,273.24707,-4.1740627,163.24243,2.8664298,170.43916,-4.2649803,157.9273,1.38947,123.59203,-0.1503889,142.4142,-5.200912,174.34984,-8.118809,133.96829,-4.203579,121.43894,-5.654739,95.52794
Luke Bryan - Crash My Party (Official Music Video).wav,Country,12575232,144.2307692,48000,0.05621303846,0.50677013,0.07572344,0.07211485,0.0007568034,2920.847581,1258139.101,3506.146472,617927.166,6327.334908,-211.15143,7006.8276,142.34178,816.8548,-25.318922,613.781,49.87438,275.9918,-3.7114823,224.16554,26.194765,189.78413,-9.305739,149.67218,9.241969,125.47073,0.021145072,111.75129,9.865546,76.80603,-0.12566422,95.17756,1.9152727,67.1494,2.210609,66.813835,1.8817668,52.452858,-1.1623054,54.283234
Luke Bryan - Drunk On You (Official Music Video).wav,Country,13581312,144.2307692,48000,0.05649976968,0.47051296,0.07755497,0.056665976,0.00070192566,2822.272868,929292.1833,3397.976829,472958.8619,6010.135899,-235.64343,7108.1016,150.40758,687.2938,-28.563421,500.314,47.857292,277.24414,-11.420761,255.79167,20.850286,171.29369,-8.806495,119.14987,7.1575294,128.00706,-2.5726972,106.85801,8.349583,81.88402,-5.3633285,84.896454,1.4783796,68.56723,2.3615122,83.85455,0.59683496,61.74919,-2.6565194,67.33232
Alan Jackson - Livin' On Love (Official Music Video).wav,Country,10840576,119.6808511,48000,0.05264609556,0.4672914,0.07704863,0.1035067,0.001682099,2457.143259,1159799.489,2966.945091,658558.0243,5139.999602,-189.14726,4770.8276,164.17627,835.8703,-29.557205,640.59357,48.101444,426.64798,-8.357255,437.0201,28.405468,201.65533,-9.473637,195.18117,6.1635184,155.89738,5.2768216,155.39867,-0.72964466,102.08104,0.23536833,87.995316,-1.693594,82.732475,2.7699354,90.00231,-6.7759833,69.75511,2.294699,79.89237
Florida Georgia Line - H.O.L.Y..wav,Country,10514944,78.125,48000,0.04209133211,0.4125819,0.09581548,0.11038456,0.002770032,2487.590708,1095002.135,3424.130181,651437.9113,5356.107809,-206.16403,12377.6,152.48497,1105.6866,-10.611569,860.76074,31.713768,326.53592,-13.827202,422.02658,26.368586,233.72783,-8.810453,197.85126,9.462313,123.50611,-5.872043,164.67754,5.4009876,93.24121,-3.0327067,97.912224,-1.3482637,91.61999,-5.2987237,99.82312,-0.034452166,62.67046,1.8595009,59.151646
Wild Fire - Hold On To That (Official Music Video).wav,Country,9511424,77.05479452,48000,0.05888192977,0.4462529,0.08462918,0.19569024,0.009278712,3182.249539,2657150.513,3690.99529,1230374.549,7073.980733,-153.86275,8812.314,133.18251,1485.2535,-13.086784,586.2072,42.46469,432.14038,-1.8959168,401.33844,28.026508,460.50662,-20.393732,308.9194,17.270535,194.92729,-3.6836224,123.70847,0.9320661,142.39441,3.440646,121.36478,4.807659,155.3962,-5.5465007,122.65352,4.104833,107.16099,2.525631,83.776794
Jason Aldean - Burnin' It Down.wav,Country,10592256,90.72580645,48000,0.04200228922,0.47059026,0.079664394,0.2056939,0.0058928304,2709.146574,1377877.047,3858.938903,1135861.489,5992.877782,-130.94415,7241.1904,146.26979,898.32996,-4.1194897,765.79205,28.283815,304.47852,5.031232,265.3355,28.049314,185.41913,-10.0888195,112.619965,10.108373,110.32169,-6.474609,90.08037,9.709094,98.17179,-9.540668,95.72199,7.015212,90.1111,0.1503798,82.70981,3.2938473,66.031044,-3.053615,71.27214
Jamey Johnson - In Color (Official Video).wav,Country,11768832,127.8409091,48000,0.05321666585,0.44981256,0.08375532,0.061695803,0.0010728033,2778.506117,2545220.158,3504.263154,927602.1788,5727.056665,-269.19135,14781.788,136.93474,1330.4597,-6.0574317,1076.636,36.262974,492.5937,-4.0525665,404.85587,27.49464,257.1598,-5.6566324,237.02312,11.428027,136.77742,-0.6584052,151.92229,1.6179204,105.338,-7.4653664,127.42324,-0.07928615,111.708855,-3.8277576,106.076,-7.6486273,131.70111,-3.3913553,81.49564
Dani Rae Cooper & Marc Miner & Last Heroes - I'd (official video).wav,Country,10210304,117.1875,48000,0.06964826904,0.5064941,0.07683607,0.13971367,0.0019479069,3668.843268,1526696.882,4164.458709,397221.8673,8357.783354,-135.53961,2716.1345,123.28124,613.72284,-16.744265,358.23602,55.329315,270.5359,-10.484126,207.0366,38.188858,140.24619,-11.805193,136.32695,22.900911,107.77879,-1.6799731,97.0948,11.331591,70.94553,-7.2768116,82.57424,6.231375,85.32228,2.2589073,61.895206,-1.3044707,75.62063,0.22399992,59.14171
Luke Bryan - Strip It Down (Official Music Video).wav,Country,12886528,137.195122,48000,0.04292963939,0.47605893,0.07992146,0.09006106,0.001574863,2397.410834,1238383.04,3198.540645,883764.8312,5082.793877,-227.0262,8832.138,156.91718,1276.8331,-13.665198,594.3744,45.638474,597.48474,2.425109,314.01584,22.88616,253.05508,-7.922736,174.77856,4.521093,165.13098,-1.1996274,113.89866,6.7457757,110.14669,-5.724954,88.75412,-0.79474044,74.91596,3.225573,86.08564,-2.329244,55.868736,-2.6534493,58.853443
Ian Munsick - Caroline (Visualizer).wav,Country,9440256,140.625,48000,0.04645361312,0.43022555,0.08404012,0.21099305,0.007710565,2516.775061,1299321.088,3129.997151,653905.445,5506.331688,-137.24297,6672.049,151.07889,786.91534,-19.566978,652.9859,44.14018,371.74417,-5.995645,487.3902,29.155209,271.57095,-11.490606,152.10474,5.0897026,127.02045,2.0318437,105.10279,0.15992388,91.64693,2.79396,78.58685,-2.136193,67.240295,3.2086782,88.93933,-7.255054,88.41099,3.1559222,80.83742
Can You Feel Me Love You.wav,Country,12615168,85.22727273,48000,0.02983020123,0.4014056,0.08984953,0.13708033,0.0049881875,1559.018933,861683.3449,2151.077248,609028.0964,3010.236785,-224.944,8160.8726,185.7055,1658.8368,-16.53693,797.3157,32.20333,305.7598,6.334002,343.45325,10.972928,247.87451,3.9502857,147.72513,0.4557638,104.37232,-2.8538282,94.28262,0.26446387,79.13115,-1.6190579,78.88472,-0.46153918,67.77147,-1.6188133,64.50861,-7.7785006,66.040886,-4.1882033,50.917088
Cole Swindell - You Should Be Here (Official Music Video).wav,Country,11893760,137.195122,48000,0.04071790586,0.5046387,0.07747787,0.25023577,0.01489861,2035.049637,1497317.001,2631.716983,1156660.029,4219.46732,-137.19597,10991.468,171.9758,1187.9656,-10.846387,1164.8892,34.62516,980.0765,0.83564836,432.8288,21.91881,289.6549,-10.216757,207.55157,8.348235,133.32375,3.7625644,122.37541,0.7466668,138.81519,-0.5968819,84.790596,2.5946922,76.08364,0.65326744,57.9681,-1.5931085,78.73022,3.3821893,65.98719
Miley Cyrus - The Climb.wav,Country,10950656,160.7142857,48000,0.05404543801,0.37163892,0.08973619,0.11165291,0.0024960504,2549.962862,817991.599,3032.317721,434462.1301,5193.305773,-186.19493,9965.623,153.16202,761.66125,-36.17819,814.2085,40.62093,314.24948,-4.8497934,258.35712,19.563946,158.36845,-10.623292,155.2365,7.934071,133.79413,-2.156322,89.3845,0.75631803,157.22038,0.99623,79.364944,-0.19703387,105.42205,-3.6150503,91.35631,-0.97622037,72.61638,-4.637462,92.84575
Full Tank of Gas - The Whythouse - Official Video.wav,Country,11284480,95.33898305,48000,0.06591601917,0.5397947,0.07502438,0.18597886,0.009463047,3144.835991,1797476.45,3467.691988,1041784.019,6710.081496,-132.8986,13701.966,133.39764,1779.0364,-28.73437,547.91846,37.93302,731.74194,-12.067462,435.37143,28.140564,336.71332,-13.630256,168.39052,11.196289,200.60306,-2.787255,118.99188,7.8013597,116.22791,2.421837,104.19076,0.17849435,79.15634,2.0149887,91.335365,-4.983147,71.32155,6.7647595,82.255455
Ted Z and The Wranglers ＂Let Me Be Your Sin＂.wav,Country,11016705,148.0263158,48000,0.05147228686,0.44985583,0.08343179,0.23121649,0.009736124,2594.502202,801770.7912,3124.980124,584087.2944,5556.872444,-103.21236,7271.3184,154.80437,815.58936,-32.225655,492.77313,42.83094,424.1888,-10.790311,296.6608,21.552427,180.4721,-7.561306,176.99292,8.2592745,99.964134,0.35828316,85.79886,2.5749335,89.40458,1.8675838,77.911194,0.33750406,55.6734,-1.7984927,54.350945,1.9231229,44.6137,2.2390862,53.262352
Florida Georgia Line - May We All ft. Tim McGraw.wav,Country,14769152,152.027027,48000,0.05554577541,0.47935304,0.084027514,0.07502477,0.001632956,2665.752712,1312204.482,3353.86828,748269.2882,5492.580197,-223.6618,11939.017,146.29077,1042.8594,-18.97681,1014.7023,28.034702,393.92624,-7.127203,308.46945,18.217018,189.14903,-4.470994,181.49014,10.526633,155.07896,-2.0990958,136.78764,6.2347984,99.86005,0.21718389,89.24291,3.4939377,88.21983,0.03483825,66.771355,2.8567526,61.798786,3.4200382,48.720978
Kenny Chesney - Just To Say We Did (Official Music Video).wav,Country,7089664,102.2727273,48000,0.05931282498,0.49575055,0.07830211,0.22124994,0.0063201734,2974.044054,896714.0861,3419.862621,510079.9688,6175.07887,-88.96854,4130.0483,142.11917,677.6024,-36.4421,362.61548,45.104076,376.61334,-6.8474216,197.00641,20.257797,219.93939,-6.134294,117.41604,6.130455,132.03862,-0.96754646,92.200554,3.2540264,87.57689,1.2016416,74.51555,3.0327914,86.31099,2.5959969,69.39424,4.9819,53.6348,-2.1284206,48.090614
Dierks Bentley - Drunk On A Plane (Official Music Video).wav,Country,13848576,102.2727273,48000,0.04463722479,0.5036929,0.076709166,0.11184489,0.003916444,2401.300491,672672.1423,3059.580782,389727.6288,4965.339523,-193.09178,8977.195,151.6927,717.928,-26.280106,710.6805,37.712425,345.16196,0.30440295,253.35555,21.548903,218.83585,-2.8469646,146.46907,5.2335467,103.53387,3.0144997,88.045235,2.2518883,98.53467,-1.2722205,70.6398,2.9765916,74.31178,1.2447964,61.174515,0.23999824,67.25381,-0.21346742,56.035713
Don Louis - Stick to Whiskey (Official Lyric Video).wav,Country,9811456,79.22535211,48000,0.03976769605,0.4493315,0.08465152,0.22516926,0.0046120044,2761.046953,927471.1694,3593.040496,617329.7934,6567.31249,-124.7677,5529.1045,142.59676,597.3422,-12.847912,674.249,49.6055,261.9198,-17.68554,270.27954,29.119753,180.84998,1.041411,123.35181,14.359726,95.51217,-2.3291192,92.18928,4.585301,62.22576,1.2309698,71.458435,1.4316288,68.96167,2.0961633,67.61531,1.9996881,67.275566,7.741079,61.69846
Roger Jaeger - Grandpa's Ghost (Official Music Video).wav,Country,10608640,127.8409091,48000,0.0353581609,0.44903982,0.09153167,0.099666156,0.0031974618,2001.988754,1251782.497,2803.398132,766472.5083,4008.416507,-238.812,10005.604,166.3779,1233.8036,-9.596904,526.96515,30.679874,578.1244,-6.3692636,470.2884,17.228249,195.67072,-3.5986443,126.81574,8.649548,120.68154,0.26290488,109.37906,4.0961156,79.11815,6.3987093,73.02641,-0.90139645,105.36231,2.9598167,74.603714,0.71851945,72.053535,2.4657555,63.592915
Keith Urban - Blue Ain't Your Color (Official Music Video).wav,Country,10957824,165.4411765,48000,0.03114286194,0.46918243,0.091961086,0.14077614,0.0035731017,1818.630643,1179433.753,2578.928836,717119.4563,3703.468848,-215.48329,5796.374,159.21901,1359.3104,-3.8308988,886.48224,46.76942,574.39307,16.61077,415.78046,17.282366,181.54645,-2.909898,167.81093,6.646098,133.03703,6.047609,138.10756,-2.2158132,125.93501,-0.896063,110.688255,3.3711038,96.555046,0.9941918,69.58785,-5.6827903,81.519356,2.3813937,68.18169
