song_name,genre,length,tempo,sample_rate,zero_crossing_rate_mean,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,spectral_rolloff_mean,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var
Bastille - Pompeii (Official Music Video).wav,Alternative,10858496,127.8409091,48000,0.05128638441,0.48726824,0.08527438,0.085285194,0.002240762,2871.076438,1441703.39,3596.365282,659506.9206,5941.89856,-210.19334,8708.631,142.89267,709.4278,-18.901793,855.44324,26.838339,466.4248,-5.793719,319.60483,24.834354,217.8955,-10.695246,161.56406,12.281477,140.03278,-0.030492887,105.68732,2.9875038,154.61316,-5.858119,76.428375,3.4042702,93.981544,3.539105,90.29827,1.2999804,93.52606,3.5825424,62.81284
The All-American Rejects - It Ends Tonight (Official Music Video).wav,Alternative,11624960,87.890625,48000,0.06764642631,0.41876787,0.08087831,0.23723151,0.007411061,3048.635671,1128025.078,3394.30827,463038.2082,6329.95099,-80.27151,6290.686,150.48776,639.3239,-42.182587,457.2868,44.865757,455.8327,-16.261953,278.7948,29.204294,209.01057,-15.848548,98.537994,11.663111,121.73979,-2.1605973,67.58055,4.9730096,105.752914,-0.050242692,70.925064,0.8735093,62.516384,1.5545845,84.04129,-4.08445,85.042046,4.2967114,80.412224
Green Day - Basket Case [Official Music Video] (4K Upgrade).wav,Alternative,9214464,175.78125,48000,0.07149585695,0.5208348,0.07570795,0.17684649,0.0051831785,3043.05478,1106474.715,3360.941989,518915.5046,5822.452929,-104.796616,8471.076,143.55862,817.74396,-45.226692,940.24805,35.739998,367.78113,0.32073963,298.70084,18.701614,187.53754,-3.207862,81.86207,11.25488,96.77715,-8.698,59.861122,4.5008307,73.785286,-4.245478,52.792515,4.360476,71.16047,-4.113362,48.31391,4.7108736,58.2907,-0.81419986,44.7863
Foster The People - Pumped Up Kicks (Official Video).wav,Alternative,12266496,127.8409091,48000,0.03803115413,0.4860522,0.08084617,0.06598308,0.000903917,2078.524699,768603.192,2903.595503,979358.1385,4287.354504,-257.95178,8568.137,168.3475,996.3646,-16.814638,737.93536,22.542238,663.71423,-5.3334007,606.693,20.353947,254.18532,-1.8671585,236.989,9.399262,157.42004,-3.3507419,145.80516,3.7737565,115.37563,0.91752154,94.8506,1.7426047,62.195637,1.4132894,72.58222,-0.2582011,65.59511,-1.1906507,51.773197
Radiohead - Creep.wav,Alternative,11278336,187.5,48000,0.05974391967,0.5448514,0.076421954,0.13370803,0.0050172484,3081.46437,2418443.149,3614.179944,1406555.699,6683.951765,-181.33061,12551.527,130.11894,1202.1095,-21.26936,2018.7571,50.115223,317.65527,5.805257,322.3949,38.52848,161.32712,0.12790367,272.9153,7.2947664,135.64023,2.6903996,129.71593,5.710392,117.84692,-0.8641493,80.110466,1.557497,96.74118,-2.349292,60.32361,3.8867977,67.92595,2.43999,63.86898
Oasis - Wonderwall (Official Video).wav,Alternative,13329920,117.1875,48000,0.05604039634,0.50618446,0.07409344,0.11735966,0.0036883815,2749.913585,1601211.548,3132.469982,1139911.217,5667.110263,-190.19347,15270.713,155.11465,1894.7878,-43.75431,739.77936,40.428284,320.52557,-2.2372284,310.948,20.882067,177.2417,-5.501451,149.41443,2.292502,88.9031,4.166528,74.024315,6.0643435,69.42554,2.4886518,64.51787,2.9401975,42.70219,-0.42078134,44.251583,1.9285233,43.760822,0.65206003,56.52494
Foo Fighters - Everlong (Official HD Video).wav,Alternative,13938688,156.25,48000,0.05201407765,0.5782255,0.063283674,0.25524956,0.008291189,2832.457061,899962.3353,3532.284769,847172.213,5778.726756,-78.224625,9584.755,150.46445,743.091,-33.39542,1041.185,32.030834,387.0963,4.58202,262.88016,23.668661,104.75744,-10.487145,73.68249,11.4925375,60.445404,-0.9240102,60.293762,9.31585,48.98645,0.5776246,45.649242,9.508339,57.449665,-0.7883946,44.92404,7.5101233,46.57821,-3.8860543,39.939545
Imagine Dragons - Radioactive.wav,Alternative,11764224,137.195122,48000,0.04331760429,0.49779254,0.08748246,0.08807381,0.0017745824,2309.367551,995901.7456,3058.646532,650661.6303,4622.557786,-218.93391,6831.5376,160.34467,800.9693,-22.775908,769.617,28.547388,384.99527,-2.6200833,267.97336,12.998485,165.3207,-2.8146372,110.275925,4.506445,141.81087,1.8169314,93.67433,6.603621,78.593735,-1.1011871,77.81955,4.513166,101.23764,0.87442863,71.46372,4.2622848,85.20738,0.8786914,70.208145
Red Hot Chili Peppers - Under The Bridge [Video].wav,Alternative,12807168,170.4545455,48000,0.05736756167,0.46409845,0.08465799,0.07328121,0.0012907266,2650.300472,2382342.433,2943.8295,1231872.078,5317.365831,-254.50806,11264.757,140.52664,1751.696,-31.979677,1282.089,40.6379,659.735,23.310394,821.7596,27.46577,213.17162,-7.8353224,151.57973,1.9543288,183.94348,2.2119792,172.35608,1.3114288,148.27397,-7.195544,125.02076,-2.60733,144.68423,-2.7119813,81.89843,1.7358341,86.886086,-3.3481061,72.7383
Imagine Dragons - Demons (Official Music Video).wav,Alternative,11329024,90.72580645,48000,0.05068115312,0.4087411,0.08706164,0.093560174,0.0029356806,2403.597739,802912.8889,2986.783671,454584.6332,4545.859248,-208.38843,10201.912,157.03545,1082.0629,-31.286606,765.21716,18.661036,511.84897,-13.963943,311.81567,9.036023,282.94254,-10.8190565,119.58736,0.17500849,171.36143,-2.5712268,108.96229,2.3883126,134.13727,-5.9942493,78.57185,-4.3941894,127.05848,-0.98520154,62.163143,1.1765269,91.40204,-0.8468381,68.97445
The Black Keys - Tighten Up [Official Music Video].wav,Alternative,11292160,110.2941177,48000,0.04911380994,0.50506216,0.087240726,0.1650919,0.007493018,2566.408069,972297.255,3130.974953,565513.7323,5289.869041,-159.85065,6161.39,145.71765,823.35175,-32.146214,643.86804,35.717587,487.44858,2.1391237,261.05002,22.704025,268.8726,-7.028901,184.45071,7.570736,164.38089,2.7336047,119.078606,9.174279,120.29971,6.16318,86.928055,-1.6962076,84.679,5.1967654,96.379456,-0.7777091,62.30439,7.731041,82.90739
The Killers - When You Were Young (Official Music Video).wav,Alternative,15050240,130.8139535,48000,0.05613412145,0.5107352,0.07656166,0.14221379,0.00961214,2350.425788,1290263.752,2827.870759,418113.0009,4254.190887,-184.10776,20474.945,150.69366,848.3626,-28.65997,2594.303,30.260283,692.251,-1.4234537,180.08527,17.183266,189.73444,-1.1516254,89.570305,7.6787887,117.36242,1.3415865,65.30088,3.770242,82.80146,1.5983229,54.551914,2.8065267,57.48958,0.39919177,47.407288,2.0629535,50.05606,0.23592953,50.449627
Katy Perry - E.T. ft. Kanye West (Official Music Video).wav,Alternative,14386176,152.027027,48000,0.06134507182,0.4957639,0.0905886,0.21497175,0.011227625,3159.356023,2418819.847,3584.36546,1181921.992,6693.537804,-118.66131,10023.8125,131.74681,1402.6222,-22.063164,992.644,31.410456,570.95166,-7.205386,569.42053,23.68104,298.44397,-8.653675,221.19481,10.697847,228.80775,0.26124948,143.69606,6.384614,159.32797,-2.512267,104.69259,6.1498137,98.915146,-3.18295,79.48168,2.6429694,84.47391,-0.5708366,75.253105
"Fall Out Boy - Sugar, We're Goin Down (Official Music Video).wav",Alternative,10904576,160.7142857,48000,0.06459004,0.49695304,0.08758088,0.25109628,0.008994017,3113.254438,1047981.809,3479.735142,601584.6902,6535.614935,-86.05811,8042.0723,138.54665,1024.5614,-36.87027,470.5678,48.184258,273.20605,-6.2550473,275.09283,20.845196,196.10529,-1.011231,98.68165,11.237269,112.99455,-3.1294565,84.51458,7.026508,70.88665,5.3555174,81.59738,8.966247,70.11707,-1.691422,59.34603,3.477664,59.96258,-2.1679182,47.12849
Coldplay - Yellow (Official Video).wav,Alternative,12825600,86.53846154,48000,0.05312765095,0.4861365,0.08143246,0.24201642,0.0062356545,3006.189227,973904.62,3840.399685,785285.9491,6281.645755,-88.93132,5301.2173,135.98047,779.5089,-25.280977,311.67004,34.772346,256.14673,8.034628,223.53601,22.938908,159.49486,-10.034839,86.34592,8.65477,60.6768,0.043398675,76.4292,11.372102,78.22807,-5.7056236,65.59329,4.903654,58.15147,-4.619774,83.27829,7.469657,64.450966,-4.246894,53.276466
Leave Out All The Rest (Official Music Video) [4K Upgrade] - Linkin Park.wav,Alternative,9498112,160.7142857,48000,0.05410601602,0.45692426,0.080123626,0.19784707,0.009974557,2674.699449,1358610.902,3259.251995,778823.8632,5423.830652,-119.00007,10502.066,150.30714,756.8404,-25.815924,549.10895,33.648106,489.76328,-2.5901105,190.3387,17.476446,169.53552,-8.332097,139.49715,6.8596835,170.88678,-1.0643883,106.94342,4.400325,142.68498,-4.1601324,73.55268,3.127739,111.59391,-5.736988,50.659153,3.577837,71.240555,-4.9550114,42.10015
Nirvana - Smells Like Teen Spirit (Official Music Video).wav,Alternative,13215744,117.1875,48000,0.07397298253,0.55339926,0.07194587,0.218122,0.0062104873,3238.174589,889840.1347,3391.091255,487451.7415,6446.744373,-83.845116,6761.0986,132.1344,824.4691,-50.96873,615.5548,48.806202,363.41248,0.6039959,324.1684,29.387762,150.05734,-4.610584,89.23772,16.503727,100.05436,-5.4799113,79.37735,9.007435,57.31159,4.3012652,55.17778,5.743043,54.997883,-0.22197218,53.533955,2.8569252,45.83003,-0.2379769,45.774834
R.E.M. - Losing My Religion (Official HD Music Video).wav,Alternative,13557248,125,48000,0.05915625354,0.47043476,0.08001357,0.03897303,0.0003169523,3026.1801,1153704.248,3737.637384,685309.1371,6180.837838,-271.2306,9873.301,138.4568,918.61285,-26.644474,353.9284,36.391235,324.27142,2.6342826,254.73332,21.98529,125.320915,-2.5357976,96.6635,14.373411,100.32559,-8.694014,86.14711,7.7256904,69.544014,-6.1388664,69.9814,5.0911555,78.005,-5.1203213,73.44762,2.9784017,73.453445,-3.8425994,66.791435
MGMT - Kids (Official HD Video).wav,Alternative,17539584,122.2826087,48000,0.06571119361,0.45720547,0.08636724,0.2584691,0.010882151,2869.424354,1718727.998,3213.403014,1170597.007,5775.701114,-81.05238,6123.039,154.62718,1482.9176,-41.48765,522.66736,31.680786,477.0425,-1.3178039,282.5709,22.512611,314.5825,-6.9754634,126.449936,9.56957,129.90796,-1.6942235,107.19924,6.81323,85.72568,-3.7018633,65.61422,6.353731,69.50958,-1.8166041,60.473614,3.9744594,61.6084,-6.7175374,58.912342
"The All-American Rejects - Swing, Swing (Official Music Video).wav",Alternative,9832448,127.8409091,48000,0.06505561992,0.5316486,0.07056812,0.22333646,0.005306275,3144.236627,1082020.25,3630.504888,680043.6682,6304.97185,-78.57735,4781.269,135.67677,722.38214,-42.660843,311.29056,37.0217,212.37656,5.988855,192.91193,31.493946,188.3067,1.9285873,112.293465,14.07011,66.55547,-4.950672,69.568794,10.2959,94.76761,-2.5257657,54.523495,9.57856,59.266895,-2.69195,51.03671,7.301593,55.801144,-4.2761626,53.763435
Roy Brown - Good Rockin' Tonight 1947.wav,Blues,8445952,144.2307692,48000,0.03601026859,0.38899985,0.09721973,0.105223924,0.0036098456,1554.116493,260376.0472,1990.021477,87171.76714,2734.03687,-240.45857,5149.569,181.0824,733.9595,-23.107035,1151.767,19.799488,170.02472,2.0842462,253.73116,10.431059,147.73955,2.1835852,174.87402,8.670983,101.52269,8.242049,103.098816,-12.0056305,77.45917,-3.0042067,80.92691,-4.479378,64.315735,3.599588,120.40658,-5.1156564,65.63549,-4.1509695,65.054146
Jeff Healey - Blue Jean Blues.wav,Blues,16279838,127.8409091,48000,0.05361079146,0.48668072,0.088326044,0.0632409,0.0010293074,2616.925311,982943.7981,3040.125136,503756.1405,5718.072607,-259.36163,8865.744,141.07825,874.5263,-30.839685,1417.9327,58.534924,472.22046,-0.27187705,482.7514,29.483118,190.5408,5.9002323,140.32634,6.8061996,129.67627,5.605623,83.42585,-5.8531923,115.41359,10.050772,81.63635,-5.872274,83.031364,6.4632564,101.90584,-4.514057,62.844135,0.3264656,84.416084
Arthur Crudup - That's All Right (original version).wav,Blues,8242176,208.3333333,48000,0.04019969969,0.3989164,0.09480264,0.23297523,0.010052595,1465.256359,251944.7118,1638.805249,180700.7777,2618.324993,-174.07312,3757.006,207.576,1150.7269,-39.4711,990.57983,15.678365,512.60944,10.393505,281.62204,-10.034815,276.95416,10.8030815,207.96054,1.6324885,108.74733,-2.1973603,86.39489,3.0534866,54.40682,-6.3762183,71.51663,-4.9505706,53.43817,-1.0682964,40.08189,0.37002093,46.761017,-3.7701807,45.427753
B.B. King- Everyday I have the Blues.wav,Blues,14409728,114.7959184,48000,0.04670629453,0.41084442,0.089990765,0.17296898,0.0066445675,1855.958122,171602.3012,1917.211365,73361.98373,3635.235777,-156.03024,2975.7317,191.7775,410.66187,-58.991287,702.8269,33.00904,327.27063,12.1149,165.03235,-3.6645436,105.41017,4.6323357,73.96932,-11.302887,91.781746,2.8227801,82.57735,-8.463669,56.217693,-4.723286,55.600986,1.3044147,68.192444,-3.9567819,56.879333,0.035015725,43.01241,-5.5296555,39.914852
Howlin Wolf - Spoonful.wav,Blues,7786496,119.6808511,48000,0.04609159242,0.37696478,0.092289135,0.10331298,0.0031696777,2113.17807,1123166.193,2601.506511,493932.688,4120.501738,-219.20773,7591.2324,160.31953,1096.2673,-17.872746,1211.8185,31.583185,475.3131,1.4354508,372.0414,21.551664,167.74785,-3.3919885,142.28105,-2.518407,110.92105,-0.57257074,91.869156,-5.269421,65.513916,0.24051653,77.39755,-10.258083,96.86557,1.6767824,78.26996,-3.221064,75.76488,-1.8210578,74.9229
Canned Heat - Going Up The Country.wav,Blues,8163840,160.7142857,48000,0.02366459901,0.4302094,0.08949657,0.21725494,0.0052095866,1552.937078,644538.0418,2444.002262,400518.4177,3119.239347,-187.5666,4776.461,182.15771,597.28107,-14.498752,495.9408,40.514973,499.59375,12.910251,353.7017,20.727411,181.41763,-0.54047006,94.93904,-0.44039005,91.339554,2.4071865,117.4277,-1.4202509,50.811314,1.4648356,64.34498,-3.5426693,81.28793,-1.7131459,71.7559,-6.2754707,64.16167,1.6878506,74.19304
＂Going Down＂ - Freddie King.wav,Blues,9488384,83.95522388,48000,0.06914075147,0.451156,0.08559973,0.1525054,0.002902902,3258.379668,603091.1686,3471.481428,216603.3198,6840.406302,-134.22339,5702.4316,136.89067,510.38083,-46.83388,322.8842,62.409184,267.97205,-13.989592,183.91707,35.795177,112.95395,-4.9816523,109.29366,14.938023,58.613056,-4.3769608,52.55231,7.8813543,50.174057,-1.1330079,50.128727,2.2629266,42.99248,2.6536808,42.35727,-1.3641558,42.416637,4.931257,54.704876
Dust My Broom - Elmore James.wav,Blues,8256000,100.4464286,48000,0.06239462209,0.4983715,0.07823867,0.118717685,0.0013368605,2146.716689,177809.5471,2074.952312,126930.1867,3903.602393,-171.69394,1779.8704,193.9181,409.10666,-77.56784,253.48997,37.700127,235.651,16.963005,233.88016,1.1816373,125.16292,0.23664068,87.979935,1.6811967,73.21122,6.8959174,58.927887,-1.2592924,41.9496,-4.9192924,40.37734,1.1794995,46.060955,1.2110604,35.155006,1.7868037,34.61731,1.9863732,35.7934
Chuck Berry Route 66.wav,Blues,7933440,78.125,48000,0.03330043462,0.42036012,0.090801954,0.147348,0.003465201,1658.803735,396775.6931,2168.22165,285068.6472,3280.413595,-197.8363,4287.1753,187.29565,877.19965,-31.992462,732.2888,35.404636,293.35904,11.232144,247.77834,13.356332,143.04138,-6.3571444,86.42424,-4.962073,137.46463,6.595185,83.44024,-7.9140277,68.67165,0.8045555,63.36597,-3.2056172,51.681572,-0.43126673,47.706783,-2.3780355,51.837383,-4.08016,46.42796
I'm Your Hoochie Coochie Man - Muddy Waters.wav,Blues,13863936,152.027027,48000,0.04919569738,0.47486943,0.088232554,0.11231333,0.001958961,2699.444073,1748192.193,3352.888388,803123.1589,5589.023667,-194.26668,5901.8677,150.66617,1292.9897,-27.75571,487.5346,39.317825,515.89923,-4.8159256,307.98413,25.65765,250.67769,-6.24952,152.61684,10.051294,120.65421,-13.074498,117.56433,11.590731,82.855484,-3.2120237,77.455734,0.312762,64.18585,-0.4026515,61.151974,0.1875537,62.061096,1.771108,62.93331
Wynonie Harris   Grandma Plays The Numbers.wav,Blues,7529472,78.125,48000,0.03227756209,0.3548882,0.09789924,0.1210142,0.0072800852,1314.022877,160413.2913,1430.322849,84753.31899,2514.724068,-249.821,4302.744,187.19759,848.024,-16.131338,1620.124,11.415423,320.33807,17.12124,244.85664,-23.312317,241.93512,-5.478108,139.98517,-0.9001529,98.21456,-8.68287,90.914795,0.05152511,74.256355,-4.937821,78.99774,-9.173315,78.0826,-3.4178612,67.02842,-0.30369008,54.654846,-1.2465172,49.32451
I'll Drown In My Tears.wav,Blues,12494848,97.50884434,44100,0.04967967598,0.39849406,0.092528164,0.1198929,0.0041833622,1973.627724,419376.1721,2220.778756,278700.9088,3844.436001,-197.72916,6005.617,172.95544,879.9421,-45.401966,1007.6678,31.52595,439.42545,-3.0457754,298.91464,13.781574,181.90793,-5.868168,140.22777,-6.1704006,117.733536,8.199933,91.17544,-10.461643,109.11713,-1.8428905,109.48885,0.3501834,106.054924,0.25218058,70.17022,-6.627903,78.553444,-1.2408798,77.07473
Buddy Guy - Mustang Sally.wmv.wav,Blues,12376576,107.6660156,44100,0.06594036994,0.5018281,0.0801161,0.20214313,0.0053188587,2533.870559,758037.0295,2721.283634,372649.9845,5020.71296,-106.511,6927.8535,154.28609,888.2736,-49.667034,502.2816,49.809692,335.33173,-2.4097202,545.04596,17.829264,218.28578,-3.4241068,162.17802,18.12377,123.11475,-2.214459,97.98891,6.8405285,66.75036,2.5256395,69.29445,0.64211524,55.102207,1.142591,46.362114,0.3755093,51.45673,0.8325653,45.233406
Johnny Winter - Be Careful With A Fool.wav,Blues,20178432,100.4464286,48000,0.0488038912,0.32759044,0.09870126,0.15602213,0.0030343437,2769.230528,999153.3471,3254.063087,588644.5627,6163.857336,-160.37012,3465.455,145.99812,771.4967,-30.770456,656.7132,52.355366,470.67828,-17.896423,195.61365,14.330108,293.07425,-20.270634,113.97161,4.7277083,202.7819,-0.18799964,120.308685,0.3146241,88.73369,6.528267,99.49126,-7.6807427,63.11513,6.404612,86.64511,-9.357481,89.687325,7.9050336,97.75387
Muddy Waters & The Rolling Stones - Hoochie Coochie Man (Live At Checkerboard Lounge).wav,Blues,11807744,181.4516129,48000,0.05840302771,0.42490488,0.08886627,0.20947345,0.005154178,2962.888643,2161507.656,3559.567791,1324211.001,6257.021867,-107.47257,3944.1467,152.26436,1216.0826,-29.627567,587.8061,35.185883,343.50018,-9.100457,253.37492,15.837409,204.0671,-6.033205,127.825676,9.088994,113.866646,1.7858328,147.353,2.7521942,130.74185,-4.9553866,101.79428,6.94781,97.79738,-4.349889,82.45971,3.5060256,77.29873,-3.1110084,73.41071
Allen Toussaint - Yes We Can Can.wav,Blues,9525760,184.5703125,44100,0.0296845606,0.3785391,0.08737456,0.15327784,0.0070042084,1204.771782,509807.5842,1561.640096,478436.2377,2164.934077,-214.7405,4312.5923,195.61621,1191.1489,2.401526,952.926,6.257383,412.8575,3.1221435,317.02368,5.893427,164.36433,-1.4972575,95.57891,-8.603393,102.376816,-3.9226694,93.798546,-5.8389277,77.62004,-8.937776,87.01205,-4.310771,62.12709,-0.1997183,66.92501,-3.5042531,60.933395,-3.5571811,64.15225
Muddy Waters Mannish Boy.wav,Blues,15422464,74.01315789,48000,0.06203865997,0.47008467,0.08666939,0.08878129,0.0028204764,2437.353244,517069.8577,2503.611692,320033.747,4458.250859,-212.01083,9314.491,161.89804,1283.5111,-62.874954,684.7113,26.26122,555.62476,-0.44251972,222.16861,15.077737,241.15489,-1.582729,95.3205,2.4220293,109.91417,5.1664457,108.280014,4.0792794,82.54858,1.5705017,79.937935,-0.25657848,66.14846,6.3196316,74.62332,-1.9810326,68.257835,8.252009,58.07863
"You'll Never Leave Harlan Alive (original cover version) as heard Justified Season 5, 2014.wav",Blues,10038272,72.11538462,48000,0.04991735629,0.39706823,0.089485325,0.21227969,0.010016382,1938.949583,1734936.145,2429.948918,740556.6553,3440.131793,-171.05272,14049.5,187.05342,2279.492,-35.434982,1223.3232,17.701864,343.861,7.660734,393.12408,9.086452,160.91057,-5.016791,162.58847,6.3404427,96.42319,2.7355437,99.131226,0.2773417,97.10783,-1.0119572,72.11909,5.4705977,89.43575,-2.7641408,68.91873,0.44939202,78.984215,-2.254313,56.63244
Roy Brown Butcher Pete part 1 and 2.wav,Blues,14525952,187.5,48000,0.02827752701,0.47531208,0.09662618,0.05909985,0.00058217376,1087.516234,149121.6187,1247.035814,109324.7822,2006.668657,-327.60342,2692.2207,207.16508,974.94434,-17.534962,865.75055,-6.7744656,224.08144,26.735426,128.30527,9.429636,178.80379,12.595205,102.07818,2.8019717,109.875275,-0.29224023,111.94313,14.018271,77.799255,4.6496673,104.8308,-2.3366468,75.61095,3.5580595,68.176544,-0.1465054,56.029633,-2.687194,53.689877
She Caught The Katy - Taj Mahal (Original Studio Recordings - 1968).wav,Blues,9947648,104.1666667,48000,0.0372612702,0.4526305,0.092330776,0.1398148,0.004983855,1887.077731,659875.0668,2550.156818,502578.4812,3799.148787,-209.18626,5520.1343,168.8541,844.4839,-20.313972,743.4055,36.147747,460.15256,11.873642,503.28864,17.113432,291.14075,-3.6069624,147.27864,7.623854,130.84016,5.5243263,107.82988,3.844851,73.895294,0.62570655,81.999435,-3.4406347,68.78458,1.5097331,105.346924,-4.2203794,80.53687,1.271926,68.50324
Etta James - I'd Rather Go Blind.wav,Blues,7380480,165.4411765,48000,0.03957913306,0.43461257,0.085147716,0.16808535,0.0031167779,1837.983218,540614.0707,2214.928039,289867.8406,3615.644076,-181.45325,4194.2646,180.18854,684.0848,-37.90397,1204.5593,42.054436,428.2704,10.155824,336.932,11.015506,184.86183,-3.1280148,128.60535,1.0863034,98.36191,5.039972,72.41912,-9.342231,102.148674,3.0433958,82.09102,-4.5347157,82.882225,-1.1483955,65.03682,-0.5557042,57.586872,0.88592684,42.613197
Little Walter - Last Night I Lost The Best Friend.wav,Blues,7704064,108.1730769,48000,0.02650601033,0.33904412,0.10345304,0.057952624,0.0012377804,1375.92097,223362.6824,1967.210649,316914.593,2444.58514,-329.60837,4588.3823,186.82321,937.9458,-12.035304,1412.4458,16.04224,270.90524,14.069852,160.16803,-5.748567,156.90833,-2.7266939,87.63652,-5.1712656,65.3901,-0.056207474,45.788002,-3.9758103,49.264706,-6.5997753,43.21658,-5.349889,59.055206,-7.0104284,61.452053,-7.0052843,49.223766,-6.5933104,47.285828
"Angel From Montgomery - Bonnie Raitt w⧸ Bruce Hornsby, Bryan Adams, Jackson Browne, Kim Wilson.wav",Blues,14301028,112.5,48000,0.0352001968,0.3457959,0.09111115,0.014778293,6.87E-05,1565.089554,338992.9845,2099.197777,154341.3832,2939.500674,-432.11334,5049.065,179.87215,488.19827,-17.93612,1557.2076,34.68598,351.96414,-2.1241086,392.0745,-4.083011,144.51129,6.0929203,106.19131,-15.532893,146.12651,2.0832686,160.99887,-7.571941,108.46479,-3.6820607,93.74246,4.3306317,83.534904,-5.820856,77.61238,-1.5818402,95.90148,-7.6109934,62.902588
Albert King - Born Under A Bad Sign.wav,Blues,7892480,181.4516129,48000,0.05506266725,0.4520491,0.08126827,0.151352,0.0032457376,2432.396793,438293.8607,3030.122144,195011.685,4529.468673,-134.64053,4272.8457,166.49097,540.6894,-38.959652,423.35245,34.740772,280.50552,-1.4968116,220.07596,15.748598,112.84871,-11.163896,81.97796,8.745952,69.83104,-8.715658,62.552765,4.5474586,64.71052,-3.847265,54.980354,1.5250521,59.00747,-3.24843,54.487816,2.932076,49.02496,-1.9418808,59.059013
"Buddy Guy -  Whiskey, Beer & Wine (Born to Play Guitar 2015).wav",Blues,12863488,93.75,48000,0.03386569801,0.50020325,0.08234973,0.28312075,0.008967406,1940.626933,489403.5869,2599.941847,406238.0101,4071.588619,-116.85268,5417.8037,179.20393,705.8401,-33.92718,595.4841,42.88697,337.9313,-5.606067,322.06915,29.37804,144.27425,-0.6571051,86.69029,8.165457,69.78696,9.892348,61.911457,-2.7877524,62.591625,10.723352,53.851353,-5.479794,58.275867,8.144409,52.82986,-3.6469142,47.48726,3.4952629,42.039516
Gary B.B. Coleman - The Sky is Crying.wav,Blues,26292736,127.8409091,48000,0.01876613373,0.50270426,0.09223317,0.10125477,0.0019358118,1348.02529,875465.8552,2592.340029,547319.3062,2380.081,-311.5604,5774.8296,159.80658,760.95013,33.535522,1034.1117,39.366783,570.18335,6.0450926,189.55363,21.896896,188.94777,17.604465,218.91805,11.627077,84.34035,6.49092,79.879684,-0.5727702,82.82935,3.9963932,84.001175,6.79873,104.94768,6.6518054,118.73783,5.295938,85.86531,1.5524476,73.12057
"Fleetwood Mac - Black Magic Woman, Stereo 1968-73 CBS 45 record..wav",Blues,8115712,130.8139535,48000,0.04994558703,0.47513175,0.09276273,0.08174607,0.0021746291,2256.472079,701489.6388,2439.02879,328013.3189,4520.43019,-264.4143,9321.67,148.42422,1501.608,-44.04162,985.1861,45.25041,959.2062,15.445228,529.0255,15.775186,149.27243,8.558917,116.2116,4.098451,104.88103,16.363409,101.23917,-1.9976964,87.79293,4.909208,94.87708,2.6388996,83.01923,8.284488,83.242805,7.2688575,75.38798,0.67618567,68.75322
Pokey-My Sidepiece.wav,Blues,13430784,193.9655172,48000,0.07325231349,0.40772626,0.09042103,0.18926857,0.0057679457,3459.448491,1875370.156,3731.753918,624998.2066,7571.164838,-130.8945,4128.131,132.85776,907.4645,-30.860777,784.66144,36.89268,622.01385,-20.37632,836.5184,36.047714,377.97577,-20.269411,253.88338,13.495748,285.46515,0.8374956,289.8839,9.884318,160.6769,0.60493773,115.621605,-9.45831,133.67969,6.374576,118.13197,-9.781041,85.486565,4.488603,107.6479
Howlin' Wolf - Smokestack Lightnin'.wav,Blues,8803840,144.2307692,48000,0.03929217251,0.41320464,0.09208547,0.06506297,0.0017089781,2033.927036,545383.3048,2874.98498,421282.4509,3730.737254,-265.3252,5101.795,170.42038,713.6106,-21.335457,735.6642,23.098536,273.9768,10.538481,148.05211,7.495106,147.6305,-4.1585627,78.68061,-1.3700885,134.9612,-7.7159896,90.43085,4.8972745,82.38976,-1.8205382,98.62886,-3.561314,65.6207,-2.6827605,61.71611,1.2268813,73.94751,2.8989656,65.25571
Beth Hart and Joe Bonamassa- I'd Rather Go Blind.wav,Blues,23250944,112.5,48000,0.03879279052,0.4274676,0.093141764,0.20208621,0.0039196303,2036.317175,864873.7934,2738.896481,622286.4575,4173.255043,-150.5304,4620.5537,171.50372,925.07605,-20.07862,659.2877,40.5678,510.21567,-5.584409,384.11597,24.242403,155.27531,-3.363016,159.89366,2.8441286,145.29836,3.6243951,105.71106,8.210603,94.80805,0.298934,69.069534,-1.619739,61.86451,-0.4896915,62.108406,-7.021243,68.16989,4.930633,68.10746
Muddy Waters - Mannish Boy (Audio).wav,Blues,15533568,74.01315789,48000,0.0614305741,0.44084942,0.08794483,0.14806952,0.006934868,2420.415764,581854.5209,2592.09743,361718.188,4396.655611,-159.28622,9536.239,167.16862,1308.3422,-59.88577,625.193,23.730175,498.08475,-4.31628,221.7558,11.354248,236.61632,-4.767882,94.93753,0.018834766,116.513016,2.0218906,112.75561,3.5675464,92.66827,-2.1304777,79.92436,-0.23432969,72.66283,3.0052242,73.62882,-1.8145716,77.50896,5.63876,62.34775
